Row(id=0, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11405, items=['Cat', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=11406, items=['Dog', 'Golden', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11407, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11408, items=['Dog', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11409, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11410, items=['Dog', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=11411, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11412, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11413, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Minor Injury', 'Adoption on the same day'], prediction=['Healthy'])
Row(id=11414, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11415, items=['Dog', 'Black', 'Small MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11416, items=['Cat', 'Cream', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11417, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=11418, items=['Dog', 'White', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=11419, items=['Dog', 'Black', 'Large MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=11420, items=['Cat', 'Brown', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11421, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11422, items=['Cat', 'Yellow', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11423, items=['Dog', 'White', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11424, items=['Cat', 'Brown', 'Large MaturitySize', 'Long Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11425, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11426, items=['Cat', 'Golden', 'Medium MaturitySize', 'Long Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11427, items=['Cat', 'Yellow', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11428, items=['Dog', 'Cream', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Minor Injury', 'No adoption after 100 days'], prediction=['Healthy'])
Row(id=11429, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11430, items=['Dog', 'Yellow', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=11431, items=['Dog', 'Black', 'Large MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11432, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11433, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11434, items=['Dog', 'Brown', 'Medium MaturitySize', 'Long Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11435, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11436, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'No Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=11437, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=11438, items=['Cat', 'Golden', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11439, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11440, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11441, items=['Cat', 'Gray', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11442, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=11443, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Minor Injury', 'No adoption after 100 days'], prediction=['Healthy'])
Row(id=11444, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11445, items=['Cat', 'Black', 'Large MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=11446, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=11447, items=['Cat', 'Golden', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11448, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11449, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=11450, items=['Cat', 'Golden', 'Large MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11451, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11452, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11453, items=['Cat', 'Gray', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=11454, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=11455, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11456, items=['Dog', 'Yellow', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=11457, items=['Cat', 'Gray', 'Large MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11458, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11459, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11460, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11461, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=11462, items=['Cat', 'Golden', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11463, items=['Cat', 'Black', 'Large MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=11464, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11465, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11466, items=['Cat', 'Gray', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11467, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11468, items=['Cat', 'Gray', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=11469, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=11470, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11471, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=11472, items=['Cat', 'Gray', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11473, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11474, items=['Dog', 'Brown', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=11475, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11476, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=11477, items=['Cat', 'Black', 'Large MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11478, items=['Dog', 'Brown', 'Small MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption on the same day'], prediction=['Medium MaturitySize'])
Row(id=11479, items=['Cat', 'Gray', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=11480, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Minor Injury', 'No adoption after 100 days'], prediction=['Healthy'])
Row(id=11481, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=11482, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11483, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=11484, items=['Cat', 'Cream', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11485, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11486, items=['Cat', 'Black', 'Large MaturitySize', 'Long Fur', 'No Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=11487, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11488, items=['Cat', 'Cream', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=11489, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=11490, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=11491, items=['Cat', 'Gray', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=11492, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=11493, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=11494, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11495, items=['Dog', 'Black', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=11496, items=['Dog', 'Brown', 'Small MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=11497, items=['Dog', 'White', 'Medium MaturitySize', 'Long Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11498, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11499, items=['Cat', 'White', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=11500, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Minor Injury', 'No adoption after 100 days'], prediction=['Healthy'])
Row(id=11501, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=11502, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=11503, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11504, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11505, items=['Cat', 'Brown', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=11506, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=11507, items=['Cat', 'Yellow', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=11508, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=11509, items=['Dog', 'Cream', 'Small MaturitySize', 'Long Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Minor Injury', 'Adoption in the first month'], prediction=['Healthy'])
Row(id=11510, items=['Cat', 'Golden', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11511, items=['Cat', 'Black', 'Large MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=11512, items=['Dog', 'Brown', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11513, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11514, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11515, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11516, items=['Cat', 'Brown', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=11517, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11518, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11519, items=['Cat', 'Cream', 'Medium MaturitySize', 'Long Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=11520, items=['Cat', 'Cream', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11521, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11522, items=['Cat', 'White', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11523, items=['Dog', 'Cream', 'Small MaturitySize', 'Long Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=11524, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11525, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=11526, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11527, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11528, items=['Dog', 'White', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11529, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=11530, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=11531, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=11532, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11533, items=['Cat', 'Golden', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=11534, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11535, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=11536, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Minor Injury', 'No adoption after 100 days'], prediction=['Healthy'])
Row(id=11537, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
